1.510080342024550104e+00 1.206564434581554757e+01 9.918284674549546764e+00 0.000000000000000000e+00 -1.169062936340914266e-01 1.850076207698772013e-01 9.757587297922621916e-01 1.000000000000000000e+00
1.460042848946560223e+00 -4.400332356925828137e+00 -1.926979670306756631e+01 0.000000000000000000e+00 5.887545150987069653e-02 -1.723502269513204344e-01 9.832746719403165914e-01 1.000000000000000000e+00
1.419763815558346964e+00 2.266414681486571325e+01 -9.683102791709401913e+00 0.000000000000000000e+00 8.285783026584389588e-02 5.994815992570445840e-02 9.947566526971099998e-01 1.000000000000000000e+00
9.609564995966686229e-01 -1.520198477212994170e+01 -1.218022649280356084e+01 0.000000000000000000e+00 -4.325961805979611219e-02 -7.042647738010367198e-02 9.965785050507312004e-01 1.000000000000000000e+00
5.441638098148664504e+00 2.570287245274341936e-01 7.602958801499553054e+00 0.000000000000000000e+00 3.510447748190111128e-02 -5.098260740922691547e-02 9.980823860796659286e-01 1.000000000000000000e+00
5.018821945169826826e-01 9.930754101616956930e+00 -9.126254858464449171e+00 0.000000000000000000e+00 -8.661331491774591773e-02 -4.576503862357134134e-02 9.951902807597863276e-01 1.000000000000000000e+00
7.462858247399685174e-01 -9.954860059347009127e+00 -7.674842038851218184e+00 0.000000000000000000e+00 -4.033089428686235066e-03 1.476891390604928300e-01 9.890256075518119028e-01 1.000000000000000000e+00
2.421304945650232909e+00 -8.749464826030703080e+00 -1.554347451813744785e+00 0.000000000000000000e+00 -2.773661012531921169e-02 -6.544681099361071563e-02 9.974704985058568951e-01 1.000000000000000000e+00
3.364559155383465505e+00 4.372643182524872385e-01 3.668346364368670898e+00 0.000000000000000000e+00 4.109388215559615226e-02 1.382610932558509809e-01 9.895429060637436214e-01 1.000000000000000000e+00
2.192729365947811981e+00 -8.929873553546505249e+00 -3.556581357680332456e+00 0.000000000000000000e+00 -2.196747973273838195e-01 -6.992833926763117325e-02 9.730637239083799184e-01 1.000000000000000000e+00
3.816613158536447115e-01 8.218181185927427634e+00 3.437113002692462782e+00 0.000000000000000000e+00 -6.298572118776472883e-02 4.494209391664430453e-02 9.970020095871645616e-01 1.000000000000000000e+00
7.166861992503916756e-01 1.126029244506164773e+01 1.806219751710532861e+01 0.000000000000000000e+00 1.394807499704866782e-01 7.307289134081740301e-02 9.875249226924673884e-01 1.000000000000000000e+00
1.933367879370538667e+00 -5.367113123479914094e+00 1.135115884580204071e+00 0.000000000000000000e+00 -7.408580833236366736e-03 -3.305512054795969878e-02 9.994260712707054850e-01 1.000000000000000000e+00
3.874915293935201621e-01 -1.044879530737764561e+01 6.629817007139867435e+00 0.000000000000000000e+00 -3.219980415809569479e-02 1.561965814610822012e-01 9.872009929857504806e-01 1.000000000000000000e+00
6.373387573395945527e-01 3.423733401567750079e-01 1.420588813204363987e+01 0.000000000000000000e+00 -1.093772778921951461e-01 -4.229812988311034902e-03 9.939913076898496680e-01 1.000000000000000000e+00
1.824062515242140581e+00 1.345141721741131668e+01 -4.053839116889959904e+00 0.000000000000000000e+00 2.346910860316188396e-01 1.269102313236987467e-02 9.719871563293174255e-01 1.000000000000000000e+00
1.796869002642585533e+00 -1.156505289769834377e+01 8.278544179574359063e+00 0.000000000000000000e+00 -2.877766506461145943e-02 2.512153315411187054e-02 9.992701109136687965e-01 1.000000000000000000e+00
1.157046131990498772e+00 1.731673274575356558e+01 3.349174394800906285e+00 0.000000000000000000e+00 2.474291443536825313e-02 -9.055216143526886863e-02 9.955842979098480372e-01 1.000000000000000000e+00
1.570621992414989787e+00 2.041462313004372220e+01 1.653206313089517820e+01 0.000000000000000000e+00 2.062511364770519898e-02 9.078685066152177019e-03 9.997460588391878789e-01 1.000000000000000000e+00
8.157277665939346445e-01 -9.853043786678185256e+00 -4.085711662176726655e+00 0.000000000000000000e+00 -1.954170401491699127e-02 -8.653282591729061571e-03 9.997715951679068125e-01 1.000000000000000000e+00
7.958283476292646874e-01 3.537799012542355737e+00 7.553895649493952424e-01 0.000000000000000000e+00 -2.315542189703612488e-02 -3.412863723446462466e-02 9.991491693222230852e-01 1.000000000000000000e+00
5.142539502379126048e+00 4.933999300011298494e+00 1.796101303018457074e+01 0.000000000000000000e+00 -7.932800122198196968e-02 2.429709194645931700e-03 9.968456072709327431e-01 1.000000000000000000e+00
4.825173505263326557e-01 3.746899813519034339e+00 1.305859777388180554e+01 0.000000000000000000e+00 -6.654159399576332901e-02 -1.257252026878312445e-02 9.977044392016074514e-01 1.000000000000000000e+00
